"Formatted ID","Name","Schedule State","Plan Estimate","Feature","Project","Direct Children Count","Release","Blocked","Parent ID"
"US202435","BDX_CCR: Work with yield on HCC recovery level strategy for sort/class part 1","Defined","4.0","Feature F4244: BDX ML Q215 Deploy BDX-ML HCC validated DIVA testing with full UPS enabled to QS TP (all dynamic domains)","Class TPI - Rave","0","Q215","False",""
"US202434","BDX_CCR: Close with CE/PO on HCC reduced valid combination strategy -part 1","Defined","2.0","Feature F4244: BDX ML Q215 Deploy BDX-ML HCC validated DIVA testing with full UPS enabled to QS TP (all dynamic domains)","Class TPI - Rave","0","Q215","False",""
"US202433","BDX_CCR: Cluster on Die Assessment for  MCC","Defined","4.0","Feature F4244: BDX ML Q215 Deploy BDX-ML HCC validated DIVA testing with full UPS enabled to QS TP (all dynamic domains)","Class TPI - Rave","0","Q215","False",""
"US202432","BDX_CCR: Cluster on Die Assessment for  HCC","Defined","4.0","Feature F4244: BDX ML Q215 Deploy BDX-ML HCC validated DIVA testing with full UPS enabled to QS TP (all dynamic domains)","Class TPI - Rave","0","Q215","False",""
"US202431","BDX_CCR: B0 PO Support Sort/Class","Defined","2.0","Feature F4244: BDX ML Q215 Deploy BDX-ML HCC validated DIVA testing with full UPS enabled to QS TP (all dynamic domains)","Class TPI - Rave","0","Q215","False",""
"US202430","BDX_CCR: Perform LCC xml  final Audit","Defined","4.0","Feature F4254: BDX ML Q215 R0 EP Pre-QS Complete in ww29TP","Class TPI - Rave","0","Q215","False",""
"US202429","BDX_CCR: Refresh on PSM the bitvector structure and NOA Mapping  for LCC","Defined","2.0","Feature F4256: BDX ML Q215 M0 EP QS Complete in ww31TP","Class TPI - Rave","0","Q215","False",""
"US202428","BDX_CCR: On Line validation of  “disable_slice”  actions for LCC","Defined","2.0","Feature F4255: BDX ML Q215 Fully validated BDX-ML M0 test collateral in place for the ww23 PO TP","Class TPI - Rave","0","Q215","False",""
"US202427","BDX_CCR: Include final LCC xml file on both Sort/Class LCC PO Test Programs","Defined","4.0","Feature F4254: BDX ML Q215 R0 EP Pre-QS Complete in ww29TP","Class TPI - Rave","0","Q215","False",""
"US202426","BDX_CCR: Include reference core columns configuration for LCC","Defined","2.0","Feature F4253: BDX ML Q215 Fully validated BDX-ML R0 test collateral in place for the ww19 PO TP","Class TPI - Rave","0","Q215","False",""
"US202660","S41 Standardization: Bucketing standard","Defined","8.0","Feature F4279: Q215 Rave Train Standardization and Continuous Improvement","Binsplit 1 - Rave","0","Q215","False",""
"US202658","S41 [KSN] Support KSN as needed","Defined","2.0","Feature F4258: KSN Q215 Complete KSN requirements and communicate to team","Binsplit 1 - Rave","0","Q215","False",""
"US202353","s40 [BDX] Q2 LIRA HCC EX Part VI - Sku optimization","Defined","8.0","Feature F4244: BDX ML Q215 Deploy BDX-ML HCC validated DIVA testing with full UPS enabled to QS TP (all dynamic domains)","Binsplit 1 - Rave","0","Q215","False",""
"US202354","s41 [BDX] Q2 LIRA MCC EP Part VII - Bucketing/Waterfall","Defined","8.0","Feature F4250: BDX ML Q215 Complete BDX-ML Q2 LIRA response using post-silicon based models (UBIT)","Binsplit 1 - Rave","0","Q215","False",""
"US202355","s41 [BDX] Q2 LIRA HCC EP Part VII - Bucketing/Waterfall","Defined","8.0","Feature F4250: BDX ML Q215 Complete BDX-ML Q2 LIRA response using post-silicon based models (UBIT)","Binsplit 1 - Rave","0","Q215","False",""
"US202356","s41 [BDX] Q2 LIRA HCC EX Part VII - Bucketing/Waterfall","Defined","8.0","Feature F4250: BDX ML Q215 Complete BDX-ML Q2 LIRA response using post-silicon based models (UBIT)","Binsplit 1 - Rave","0","Q215","False",""
"US202357","s35 [SKX] Q2 LIRA All Part I - Unit Synthesis","Defined","8.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202358","s36 [SKX] Q2 LIRA LCC EP Part II - LIPORT SKU Setup","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202359","s36 [SKX] Q2 LIRA MCC EP Part II - LIPORT SKU Setup","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202360","s36 [SKX] Q2 LIRA HCC EP Part II - LIPORT SKU Setup","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202361","s36 [SKX] Q2 LIRA HCC EX Part II - LIPORT SKU Setup","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202362","s37 [SKX] Q2 LIRA LCC EP Part III - Spec Suite Updated","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202363","s37 [SKX] Q2 LIRA MCC EP Part III - Spec Suite Updated","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202364","s37 [SKX] Q2 LIRA HCC EP Part III - Spec Suite Updated","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202365","s37 [SKX] Q2 LIRA HCC EX Part III - Spec Suite Updated","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202366","s38 [SKX] Q2 LIRA LCC EP Part IV - Sku optimization","Defined","8.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202367","s38 [SKX] Q2 LIRA MCC EP Part IV - Sku optimization","Defined","8.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202368","s38 [SKX] Q2 LIRA HCC EP Part IV - Sku optimization","Defined","8.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202369","s38 [SKX] Q2 LIRA HCC EX Part IV - Sku optimization","Defined","8.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202370","s39 [SKX] Q2 LIRA LCC EP Part V - GB implementation","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202371","s39 [SKX] Q2 LIRA MCC EP Part V - GB implementation","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202372","s39 [SKX] Q2 LIRA HCC EP Part V - GB implementation","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202373","s39 [SKX] Q2 LIRA HCC EX Part V - GB implementation","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202374","s40 [SKX] Q2 LIRA LCC EP Part VI - Sku optimization","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202375","s40 [SKX] Q2 LIRA MCC EP Part VI - Sku optimization","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202376","s40 [SKX] Q2 LIRA HCC EP Part VI - Sku optimization","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202377","s40 [SKX] Q2 LIRA HCC EX Part VI - Sku optimization","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202378","s41 [SKX] Q2 LIRA LCC EP Part VII - Bucketing/Waterfall","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202379","s41 [SKX] Q2 LIRA MCC EP Part VII - Bucketing/Waterfall","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202380","s41 [SKX] Q2 LIRA HCC EP Part VII - Bucketing/Waterfall","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202381","s41 [SKX] Q2 LIRA HCC EX Part VII - Bucketing/Waterfall","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 1 - Rave","0","Q215","False",""
"US202382","s39 [SKX] XCC ES0 BS Response Setup","Defined","8.0","Feature F4097: SKX Q215 Validation samples delivered per PDT requirement","Binsplit 1 - Rave","0","Q215","False",""
"US202383","s39 [SKX] XCC ES1 BS Response Setup","Defined","8.0","Feature F4099: SKX Q215 Modules ready for ES1","Binsplit 1 - Rave","0","Q215","False",""
"US202385","s39 [SKX] XCC ES0 BS Response","Defined","8.0","","Binsplit 1 - Rave","0","Q215","False",""
"US202386","s39 [SKX] XCC ES1 BS Response","Defined","8.0","","Binsplit 1 - Rave","0","Q215","False",""
"US202387","s40 [BDX] ES0 BS Response","Defined","8.0","","Binsplit 1 - Rave","0","Q215","False",""
"US202328","[SKX] Support to any SKX requirement","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202327","[BDX] CMV support","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202326","[BDX] Monitor fused Vmins","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202325","[BDX] BS analysis","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202324","[BDX] TP validation","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202322","[BDX] CMV support","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202321","[BDX] Monitor fused Vmins","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202320","[BDX] BS analysis","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202318","[BDX] CMV support","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202317","[BDX] Monitor fused Vmins","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202316","[BDX] BS analysis","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202314","[SKX] Support to any SKX requirement","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202313","[BDX] CMV support","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202312","[BDX] Monitor fused Vmins","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202311","[BDX] BS analysis","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202310","[BDX] TP validation","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202309","[BDX] CMV support","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202308","[BDX] Monitor fused Vmins","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202307","[BDX] BS analysis","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202306","[BDX] TP validation","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202305","[BDX] CMV support","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202304","[BDX] Monitor fused Vmins","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202303","[BDX] BS analysis","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202302","[BDX] TP validation","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202301","BDX-ML: CMV support - placeholder","Defined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202300","BDX-ML: Monitor fused Vmins","Defined","4.0","Feature F4244: BDX ML Q215 Deploy BDX-ML HCC validated DIVA testing with full UPS enabled to QS TP (all dynamic domains)","Binsplit 2 - Rave","0","Q215","False",""
"US202299","BDX-ML: BS analysis","In-Progress","4.0","Feature F4244: BDX ML Q215 Deploy BDX-ML HCC validated DIVA testing with full UPS enabled to QS TP (all dynamic domains)","Binsplit 2 - Rave","0","Q215","False",""
"US202298","BDX-ML: TP validation","In-Progress","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US203413","HSX-ML: TP validation","In-Progress","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Binsplit 2 - Rave","0","Q215","False",""
"US202287","[SKX][ARRAY][Q215][FEATURE] RWA and Sleep - Coordinate/Data Review (WA)","Defined","1.0","Feature F4100: SKX Q215 XCC A-0 MV 50% complete","Array - Rave","0","Q215","False",""
"US202286","[SKX][ARRAY][Q215][CONTENT_ROBUSTNESS] TP/Content/MV Work Order at Class","Defined","4.0","Feature F4100: SKX Q215 XCC A-0 MV 50% complete","Array - Rave","0","Q215","False",""
"US202285","[BDX][ARRAY][Q215][CONTENT_ROBUSTNESS] Content/MV Work Order at Class","Defined","1.0","Feature F4256: BDX ML Q215 M0 EP QS Complete in ww31TP","Array - Rave","0","Q215","False",""
"US202284","[SKX][ARRAY][Q215][TP] Module release ww30.3 for ES1 TP","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202283","[SKX][ARRAY][Q215][TP - REPAIR] Repair Class/Sort TP integration/validation/release","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202282","[BDX][ARRAY][Q215][TP - REPAIR and NON REPAIR] Repair Class/Sort TP integration/validation/release","Defined","2.0","Feature F4256: BDX ML Q215 M0 EP QS Complete in ww31TP","Array - Rave","0","Q215","False",""
"US202281","[SKX][ARRAY][Q215][RASTER - CONTENT] MLC Raster content generation/validation","Defined","4.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202280","[SKX][ARRAY][Q215][DESIGN] Follow with Design on issues/features","Defined","1.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202279","[BDX][ARRAY][Q215][DESIGN] Follow with Design on issues/features","Defined","1.0","Feature F4254: BDX ML Q215 R0 EP Pre-QS Complete in ww29TP","Array - Rave","0","Q215","False",""
"US202278","[SKX][ARRAY][Q215][TOOLS] iCache Subroutine calls support","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Array - Rave","0","Q215","False",""
"US202277","[SKX][ARRAY][Q215][TOOLS] iCache support","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202276","[SKX][ARRAY][Q215][TOOLS] Wrapper support","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202275","[BDX][ARRAY][Q215][DEBUG] TTR Sort/Class support","Defined","1.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","Array - Rave","0","Q215","False",""
"US202274","[BDX][ARRAY][Q215][DEBUG] yield Sort/Class support","Defined","2.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","Array - Rave","0","Q215","False",""
"US202273","[BDX][ARRAY][Q215][DEBUG] B0/others yield Sort/Class support","Defined","2.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","Array - Rave","0","Q215","False",""
"US202272","[BDX][ARRAY][Q215][DEBUG] B0/others Sort/Class support","Defined","1.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","Array - Rave","0","Q215","False",""
"US202271","[SKX][ARRAY][Q215][PATTERNS POSTSI] CRF KS depth (100/100)","Defined","8.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202270","[SKX][ARRAY][Q215][PATTERNS POSTSI] URF KS depth (100/100) (PCU/MC/QPI)","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202269","[SKX][ARRAY][Q215][PATTERNS POSTSI] URF KS depth (100/100) (IIO)","Defined","8.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202268","[SKX][ARRAY][Q215][PATTERNS POSTSI] URF KS depth (100/100) (CBO/MEM/RSN)","Defined","8.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202267","[SKX][ARRAY][Q215][PATTERNS POSTSI] MLC KS depth (100/100)","Defined","8.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202266","[SKX][ARRAY][Q215][PATTERNS POSTSI] LLC KS depth (100/100)","Defined","8.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202265","[SKX][ARRAY][Q215][PATTERNS POSTSI] MLC row repair","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202264","[SKX][ARRAY][Q215][PLIST] Official Plist Releases","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202263","[SKX][ARRAY][Q215][RETENTION] URF[MC/IIO/QPI] Retention - Class","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202262","[SKX][ARRAY][Q215][FEATURE] RWA and Sleep - Coordinate/Data Review (WA)","Defined","1.0","Feature F4100: SKX Q215 XCC A-0 MV 50% complete","Array - Rave","0","Q215","False",""
"US202261","[SKX][ARRAY][Q215][CONTENT_ROBUSTNESS] TP/Content/MV Work Order at Class","Defined","4.0","Feature F4100: SKX Q215 XCC A-0 MV 50% complete","Array - Rave","0","Q215","False",""
"US202260","[BDX][ARRAY][Q215][CONTENT_ROBUSTNESS] Content/MV Work Order at Class","Defined","1.0","Feature F4256: BDX ML Q215 M0 EP QS Complete in ww31TP","Array - Rave","0","Q215","False",""
"US202259","[SKX][ARRAY][Q215][TP] Module release ww28.3 for QUAL/IME/ELT TP","Defined","4.0","Feature F4097: SKX Q215 Validation samples delivered per PDT requirement","Array - Rave","0","Q215","False",""
"US202258","[SKX][ARRAY][Q215][TP - REPAIR] PbistMap DLL to XML - submit request to TMM","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Array - Rave","0","Q215","False",""
"US202257","[SKX][ARRAY][Q215][TP - REPAIR] LYA TP and UF setup/integration/validation and HSD submit","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202256","[SKX][ARRAY][Q215][TP - REPAIR] Array repair training/passdown activities","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Array - Rave","0","Q215","False",""
"US202255","[SKX][ARRAY][Q215][TP - REPAIR] Array repair training/passdown activities","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Array - Rave","0","Q215","False",""
"US202254","[SKX][ARRAY][Q215][TP - REPAIR] Array repair training/passdown activities (to JP and Sofia)","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Array - Rave","0","Q215","False",""
"US202253","[SKX][ARRAY][Q215][TP - REPAIR] Support TMM Array repair debug activities","Defined","1.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202252","[SKX][ARRAY][Q215][TP - REPAIR] Repair Class/Sort TP integration/validation/release","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202251","[BDX][ARRAY][Q215][TP - REPAIR and NON REPAIR] Repair Class/Sort TP integration/validation/release","Defined","2.0","Feature F4256: BDX ML Q215 M0 EP QS Complete in ww31TP","Array - Rave","0","Q215","False",""
"US202250","[SKX][ARRAY][Q215][PASSDOWN] MLC column repair passdown - receive","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202249","[SKX][ARRAY][Q215][PASSDOWN] MLC column repair passdown - provide","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202248","[BDX][ARRAY][Q215][TP - REPAIR] LLC Raster pattern validation for MCC/LCC","Defined","4.0","Feature F4256: BDX ML Q215 M0 EP QS Complete in ww31TP","Array - Rave","0","Q215","False",""
"US202247","[SKX][ARRAY][Q215][RASTER - CONTENT] MLC Raster content generation/validation","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202246","[SKX][ARRAY][Q215][DESIGN] Follow with Design on issues/features","Defined","1.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202245","[BDX][ARRAY][Q215][DESIGN] Follow with Design on issues/features","Defined","1.0","Feature F4254: BDX ML Q215 R0 EP Pre-QS Complete in ww29TP","Array - Rave","0","Q215","False",""
"US202244","[SKX][ARRAY][Q215][TOOLS] iCache support","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202243","[SKX][ARRAY][Q215][TOOLS] Wrapper support","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202242","[BDX][ARRAY][Q215][DEBUG] TTR Sort/Class support","Defined","1.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","Array - Rave","0","Q215","False",""
"US202241","[BDX][ARRAY][Q215][DEBUG] yield Sort/Class support","Defined","2.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","Array - Rave","0","Q215","False",""
"US202240","[BDX][ARRAY][Q215][DEBUG] B0/others yield Sort/Class support","Defined","2.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","Array - Rave","0","Q215","False",""
"US202239","[BDX][ARRAY][Q215][DEBUG] B0/others Sort/Class support","Defined","1.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","Array - Rave","0","Q215","False",""
"US202238","[SKX][ARRAY][Q215][PATTERNS POSTSI] CRF KS depth (100/100)","Defined","8.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202237","[SKX][ARRAY][Q215][PATTERNS POSTSI] URF KS depth (100/100) (PCU/MC/QPI)","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202236","[SKX][ARRAY][Q215][PATTERNS POSTSI] URF KS depth (100/100) (IIO)","Defined","8.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202235","[SKX][ARRAY][Q215][PATTERNS POSTSI] URF KS depth (100/100) (CBO/MEM/RSN)","Defined","8.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202234","[SKX][ARRAY][Q215][PATTERNS POSTSI] MLC KS depth (100/100)","Defined","8.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202233","[SKX][ARRAY][Q215][PATTERNS POSTSI] LLC KS depth (100/100)","Defined","8.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202232","[SKX][ARRAY][Q215][PATTERNS POSTSI] MLC row repair","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202231","[SKX][ARRAY][Q215][PATTERNS] LLC CV special B2B  patterns generations","Defined","1.0","Feature F4099: SKX Q215 Modules ready for ES1","Array - Rave","0","Q215","False",""
"US202230","[SKX][ARRAY][Q215][PATTERNS] close on the Subroutine features with TVPV","Defined","1.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202229","[SKX][ARRAY][Q215][PLIST] Official Plist Releases","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202228","[SKX][ARRAY][Q215][ECC - TP] ECC UF/code validation ONLINE","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","Array - Rave","0","Q215","False",""
"US202227","[SKX][ARRAY][Q215][ECC - CONTENT] ECC Qual pattern generation/validation/release","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202226","[SKX][ARRAY][Q215][RETENTION] URF[MC/IIO/QPI] Retention - Class","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
"US202225","[SKX][ARRAY][Q215][FEATURE] RWA and Sleep - Coordinate/Data Review (WA)","Defined","1.0","Feature F4100: SKX Q215 XCC A-0 MV 50% complete","Array - Rave","0","Q215","False",""
"US202224","[SKX][ARRAY][Q215][CONTENT_ROBUSTNESS] TP/Content/MV Work Order at Class","Defined","4.0","Feature F4100: SKX Q215 XCC A-0 MV 50% complete","Array - Rave","0","Q215","False",""
"US202223","[BDX][ARRAY][Q215][CONTENT_ROBUSTNESS] Content/MV Work Order at Class","Defined","1.0","Feature F4256: BDX ML Q215 M0 EP QS Complete in ww31TP","Array - Rave","0","Q215","False",""
"US202222","[SKX][ARRAY][Q215][TP] ST Flow implementation and Data Collection","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","Array - Rave","0","Q215","False",""
"US202221","[SKX][ARRAY][Q215][TP] Module release ww26.3 for HVQK TP","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","Array - Rave","0","Q215","False",""
"US202220","[SKX][ARRAY][Q215][TP - REPAIR] Enable ADTL repair for Sort and Class","Defined","2.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","Array - Rave","0","Q215","False",""
"US202219","[SKX][ARRAY][Q215][TP - REPAIR] Raster Class/Sort TP integration/validation/release","Defined","2.0","Feature F4101: SKX Q215 QRV work/results supported per A-0 QRV plan","Array - Rave","0","Q215","False",""
